course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
ENV-0059,Environmental Engineering,Environmental Monitoring,Advanced Environmental Monitoring,Advanced,LinkedIn Learning,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Environmental Monitoring, including optimization techniques, edge cases, and current best practices used in Environmental Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",water quality analysis; sustainability reporting; waste management planning; environmental impact assessment,surfer; epanet; arcgis,Applied Environmental Monitoring,40,4.8,3452,sustainability consultant; environmental analyst; environmental engineer,manufacturing; utilities
CSE-0002,Computer Science Engineering,Data Structures & Algorithms,Introduction to Data Structures & Algorithms,Beginner,Coursera,Blended (Video + Project),"This foundational course introduces the core concepts of Data Structures & Algorithms within Computer Science Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Data Structures & Algorithms is required, though general familiarity with Computer Science Engineering fundamentals is helpful.",python; system design; git; kubernetes,azure; jupyter notebook; tensorflow,None,15,4.0,1843,security analyst; devops engineer; software engineer,finance; e-commerce
CSE-0046,Computer Science Engineering,Cybersecurity,Applied Cybersecurity,Intermediate,LinkedIn Learning,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Cybersecurity, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Cybersecurity concepts to realistic scenarios.",system design; git; algorithms; docker,tensorflow; vscode; github,Introduction to Cybersecurity,29,4.5,3103,security analyst; backend developer; cloud engineer,consulting; finance
EEE-0006,Electrical Engineering,Circuit Analysis,Applied Circuit Analysis,Intermediate,NPTEL,Video Course,"Building on foundational knowledge, this course goes deeper into Circuit Analysis, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Circuit Analysis concepts to realistic scenarios.",protection relay coordination; electrical machine design; circuit design; plc programming,etap; autocad electrical; labview,Introduction to Circuit Analysis,38,4.0,3451,automation engineer; control systems engineer; energy consultant,utilities; renewable energy
CHE-0079,Chemical Engineering,Petrochemical Engineering,Advanced Petrochemical Engineering,Advanced,NPTEL,Video Course,"This advanced course covers complex, industry-relevant topics in Petrochemical Engineering, including optimization techniques, edge cases, and current best practices used in Chemical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",reactor design; heat balance; mass balance; process control,matlab; autocad p&id; aspen plus,Applied Petrochemical Engineering,45,3.9,1173,chemical process consultant; safety engineer; plant engineer,oil and gas; pharmaceutical
CSE-0196,Computer Science Engineering,Quantum Computing,Applied Quantum Computing,Intermediate,Pluralsight,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Quantum Computing, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Quantum Computing concepts to realistic scenarios.",python; git; algorithms; java,postman; mongodb; jupyter notebook,Introduction to Quantum Computing,23,5.0,3539,systems architect; software engineer; devops engineer,consulting; healthcare
PET-0170,Petroleum Engineering,Unconventional Resources,Unconventional Resources Capstone Project,Capstone,Udemy,Interactive Lab,"A project-based capstone course where learners apply everything covered across the Unconventional Resources track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",well log interpretation; petroleum economics; hse compliance; reservoir simulation,matlab; autocad; petrel,Advanced Unconventional Resources,17,4.3,2442,production engineer; reservoir engineer; petroleum geologist,energy; oil and gas
CHE-0075,Chemical Engineering,Petrochemical Engineering,Applied Petrochemical Engineering,Intermediate,LinkedIn Learning,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Petrochemical Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Petrochemical Engineering concepts to realistic scenarios.",process simulation; hazop analysis; aspen plus; reactor design,autocad p&id; matlab; aspen plus,Introduction to Petrochemical Engineering,23,4.8,192,chemical process consultant; process engineer; refinery engineer,petrochemical; pharmaceutical
ENV-0134,Environmental Engineering,Noise Pollution Control,Applied Noise Pollution Control,Intermediate,Coursera,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Noise Pollution Control, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Noise Pollution Control concepts to realistic scenarios.",water quality analysis; gis mapping; environmental impact assessment; sustainability reporting,matlab; arcgis; surfer,Introduction to Noise Pollution Control,37,4.1,3067,water resources engineer; EHS specialist; sustainability consultant,construction; consulting
CSE-0169,Computer Science Engineering,Robotics Programming,Advanced Robotics Programming,Advanced,LinkedIn Learning,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Robotics Programming, including optimization techniques, edge cases, and current best practices used in Computer Science Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",git; java; kubernetes; linux,postman; azure; jenkins,Applied Robotics Programming,30,4.9,3723,devops engineer; data scientist; systems architect,technology; consulting
